Category,Count,Acreage,State,Average of Very Unhealthy Days,Average of Hazardous Days,Average of Max AQI,Average of 90th Percentile AQI,Average of Days CO,Average of Median AQI,Average of Days NO2,Average of Days Ozone,Average of Days SO2,Average of Days PM2.5,Average of Days PM10,Average of Good Days,Average of Moderate Days,Average of Unhealthy for Sensitive Groups Days,Average of Unhealthy Days,Commercial,Electric Power,Residential,Industrial,Transportation,Total
 Asparagus,212,47.1,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Garlic,4975,1106.4,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Cantaloupes,20315,4517.9,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Olives,6223,1384.0,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Oranges,2426,539.5,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Honeydew Melons,2218,493.3,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Broccoli,25103,5582.8,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Avocados,195,43.4,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Peppers,454,101.0,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Greens,63076,14027.8,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop WinWht/Corn,27305,6072.5,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Oats/Corn,52559,11688.8,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Lettuce,84766,18851.5,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Triticale/Corn,10150,2257.3,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Pumpkins,671,149.2,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Lettuce/Cantaloupe,10827,2407.9,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Lettuce/Cotton,29993,6670.3,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Lettuce/Barley,805,179.0,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop WinWht/Sorghum,18322,4074.7,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop Barley/Corn,4405,979.6,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Dbl Crop WinWht/Cotton,12798,2846.2,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Cabbage,12798,2846.2,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Cauliflower,2679,595.8,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Celery,1779,395.6,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Radishes,244,54.3,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Gourds,50,11.1,AZ,5.769230769,0.230769231,238.3076923,75.15384615,0.0,47.30769231,0.0,219.7692308,3.384615385,35.61538462,103.1538462,242.5384615,94.23076923,13.30769231,5.846153846,2.9,46.8,2.3,4.7,37.2,93.9
 Corn,1048578,233198.1,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Sorghum,175,38.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Soybeans,1044,232.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Sunflowers,10767,2394.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Sweet Corn,221337,49224.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Mint,87169,19385.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Barley,366713,81555.0,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Durum Wheat,654,145.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Spring Wheat,2584491,574777.0,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Winter Wheat,8529439,1896901.6,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Rye,1456,323.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Oats,36234,8058.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Canola,350613,77974.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Flaxseed,3874,861.6,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Safflower,757,168.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Mustard,9274,2062.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Alfalfa,2612456,580996.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Other Hay/Non Alfalfa,1309906,291316.1,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Buckwheat,7826,1740.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Sugarbeets,9944,2211.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Dry Beans,282904,62916.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Potatoes,722687,160721.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Other Crops,11985,2665.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Misc Vegs & Fruits,7480,1663.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Watermelons,695,154.6,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Onions,137377,30551.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Cucumbers,292,64.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Chick Peas,308739,68661.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Lentils,210897,46902.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Peas,467411,103949.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Caneberries,76485,17009.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Hops,248177,55193.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Herbs,4138,920.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Clover/Wildflowers,5222,1161.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Sod/Grass Seed,300080,66736.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Fallow/Idle Cropland,6611967,1470466.1,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Cherries,283230,62988.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Peaches,9667,2149.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Apples,1398461,311010.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Grapes,555206,123474.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Christmas Trees,86217,19174.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Other Tree Crops,14489,3222.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Walnuts,806,179.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Pears,108823,24201.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Open Water,3282886,730096.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Perennial Ice/Snow,327218,72771.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Developed/Open Space,5403346,1201675.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Developed/Low Intensity,3798859,844845.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Developed/Medium Intensity,1703991,378958.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Developed/High Intensity,525240,116810.6,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Barren,2596812,577517.1,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Deciduous Forest,1535393,341463.2,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Evergreen Forest,74867174,16650058.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Mixed Forest,3834903,852861.9,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Shrubland,40690722,9049398.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Grass/Pasture,23579159,5243878.7,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Woody Wetlands,1360408,302547.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Herbaceous Wetlands,1582137,351858.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Triticale,65900,14655.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Carrots,21064,4684.5,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Asparagus,2427,539.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Garlic,1745,388.1,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Peppers,357,79.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Greens,8388,1865.4,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Plums,625,139.0,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Strawberries,3502,778.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Squash,3061,680.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Apricots,2724,605.8,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
 Vetch,3050,678.3,WA,2.225806452,1.387096774,340.0967742,48.25806452,0.0,24.06451613,2.064516129,38.22580645,4.064516129,288.5483871,11.77419355,304.2580645,31.74193548,1.516129032,3.548387097,4.8,10.1,5.6,11.3,45.2,77.0
